_project,afferent-couplings,alert_status,blocker_violations,bugs,class_complexity,classes,code_smells,cognitive_complexity,comment_lines,comment_lines_density,complexity,complexity_in_classes,complexity_in_functions,confirmed_issues,coverage,critical_violations,development_cost,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,efferent-couplings,effort_to_reach_maintainability_rating_a,false_positive_issues,file_complexity,file_complexity_distribution,files,function_complexity,function_complexity_distribution,functions,info_violations,line_coverage,lines,lines_to_cover,major_violations,minor_violations,missing_package_info,missing_package_info_count,ncloc,ncloc_language_distribution,new_blocker_violations,new_bugs,new_code_smells,new_critical_violations,new_info_violations,new_maintainability_rating,new_major_violations,new_minor_violations,new_reliability_rating,new_reliability_remediation_effort,new_security_rating,new_security_remediation_effort,new_sqale_debt_ratio,new_technical_debt,new_violations,new_vulnerabilities,number-of-classes-and-interfaces,open_issues,package,package-dependency-cycles,package_count,quality_gate_details,quality_profiles,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,security_remediation_effort,sqale_debt_ratio,sqale_index,sqale_rating,statements,uncovered_lines,violations,vulnerabilities,wont_fix_issues,code_smells:antisingleton,code_smells:baseclass_abstract,code_smells:class_data_private,code_smells:complex_class,code_smells:large_class,code_smells:lazy_class,code_smells:long_method,code_smells:long_parameter_list,code_smells:many_field_attributes_not_complex,code_smells:message_chains,code_smells:refused_parent_bequest,code_smells:spaghetti_code,code_smells:speculative_generality,code_smells:swiss_army_knife,common-java:DuplicatedBlocks,jdepend:afferent-couplings,squid:AssignmentInSubExpressionCheck,squid:ClassCyclomaticComplexity,squid:ClassVariableVisibilityCheck,squid:CommentedOutCodeLine,squid:EmptyStatementUsageCheck,squid:ForLoopCounterChangedCheck,squid:HiddenFieldCheck,squid:LabelsShouldNotBeUsedCheck,squid:MethodCyclomaticComplexity,squid:MissingDeprecatedCheck,squid:ModifiersOrderCheck,squid:ObjectFinalizeCheck,squid:ObjectFinalizeOverridenCallsSuperFinalizeCheck,squid:ObjectFinalizeOverridenCheck,squid:RedundantThrowsDeclarationCheck,squid:RightCurlyBraceStartLineCheck,squid:S00100,squid:S00101,squid:S00105,squid:S00107,squid:S00108,squid:S00112,squid:S00114,squid:S00115,squid:S00116,squid:S00117,squid:S00119,squid:S00120,squid:S00122,squid:S106,squid:S1065,squid:S1066,squid:S1067,squid:S1068,squid:S1118,squid:S1125,squid:S1126,squid:S1132,squid:S1133,squid:S1134,squid:S1135,squid:S1141,squid:S1143,squid:S1145,squid:S1147,squid:S1148,squid:S1149,squid:S1150,squid:S1151,squid:S1153,squid:S1155,squid:S1157,squid:S1158,squid:S1160,squid:S1161,squid:S1163,squid:S1165,squid:S1166,squid:S1168,squid:S1170,squid:S1171,squid:S1172,squid:S1174,squid:S1175,squid:S1181,squid:S1182,squid:S1185,squid:S1186,squid:S1188,squid:S1190,squid:S1191,squid:S1192,squid:S1193,squid:S1194,squid:S1195,squid:S1197,squid:S1199,squid:S1201,squid:S1206,squid:S1210,squid:S1213,squid:S1214,squid:S1215,squid:S1217,squid:S1219,squid:S1220,squid:S1221,squid:S1223,squid:S1226,squid:S1244,squid:S128,squid:S1301,squid:S1312,squid:S1313,squid:S1314,squid:S1319,squid:S134,squid:S135,squid:S1444,squid:S1452,squid:S1479,squid:S1481,squid:S1488,squid:S1596,squid:S1598,squid:S1700,squid:S1764,squid:S1850,squid:S1860,squid:S1862,squid:S1872,squid:S1905,squid:S1948,squid:S1994,squid:S2055,squid:S2061,squid:S2065,squid:S2066,squid:S2068,squid:S2077,squid:S2094,squid:S2109,squid:S2110,squid:S2111,squid:S2114,squid:S2116,squid:S2118,squid:S2123,squid:S2130,squid:S2131,squid:S2133,squid:S2134,squid:S2151,squid:S2153,squid:S2157,squid:S2160,squid:S2165,squid:S2166,squid:S2175,squid:S2176,squid:S2178,squid:S2183,squid:S2184,squid:S2200,squid:S2225,squid:S2232,squid:S2236,squid:S2250,squid:S2251,squid:S2252,squid:S2272,squid:S2273,squid:S2274,squid:S2275,squid:S2276,squid:S2326,squid:S2386,squid:S2388,squid:S2437,squid:S2438,squid:S2440,squid:S2447,squid:S888,squid:SwitchLastCaseIsDefaultCheck,squid:UnusedPrivateMethod,squid:UselessImportCheck,squid:UselessParenthesesCheck
QC:picocontainer,0,ERROR,2,82,9.3,206,548,1123,2090,18.4,1917,1917,1855,0,0.0,124,277590,15,11,7,248,1.5,0,0,0,11.8,0=87;5=19;10=30;20=12;30=10;60=3;90=2,163,1.5,1=832;2=239;4=52;6=11;8=8;10=3;12=3,1265,17,0.0,16139,4138,264,246,15,15,9253,java=9253,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,653,15,0,15,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"2";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"653";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1880,0,4.0,345,3.7,10170,1.0,3280,4138,653,23,0,0,1,0,21,0,4,32,0,0,0,18,0,1,3,7,0,0,1,0,8,4,0,2,0,5,6,12,0,0,0,98,1,3,0,45,0,7,1,0,15,0,1,1,0,11,1,0,5,2,0,6,1,3,5,7,0,10,0,0,0,0,0,8,0,0,0,4,0,0,0,72,0,1,21,1,0,0,5,0,0,0,0,3,15,4,0,0,1,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,1,0,8,0,3,3,1,0,2,0,0,0,0,22,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,14,0
QC:pmd,0,ERROR,122,407,17.9,844,8270,14786,6074,9.1,15131,15131,14979,0,0.0,394,1822410,88,1312,52,12511,15.3,0,19289,0,20.1,0=353;5=152;10=114;20=54;30=51;60=14;90=13,751,2.6,1=3499;2=1113;4=351;6=159;8=77;10=70;12=183,5843,153,0.0,81699,36743,3535,4614,88,88,60747,java=60747,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,8818,88,0,88,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"122";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"8818";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1101,0,4.0,1575,6.1,110409,2.0,30272,36743,8818,141,0,5,4,18,120,0,25,167,92,0,0,2,0,2,0,52,0,86,5,71,148,143,16,21,74,215,35,236,0,0,0,13,9,672,5,208,5,20,161,0,47,61,39,0,0,1646,124,7,34,20,4,10,6,334,144,37,29,116,3,1,332,1,46,101,0,222,0,9,2,0,6,22,1,14,267,4,1,0,22,0,0,118,0,6,60,4,0,0,240,212,3,0,38,332,0,3,4,617,15,0,0,11,0,0,0,101,4,0,133,1,0,50,2,257,29,6,4,13,34,6,0,0,2,11,1,0,0,19,16,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,2,0,29,0,0,0,0,5,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,14,7,2,31
QC:poi,0,ERROR,57,375,14.9,2303,18770,20578,51010,20.1,34244,34244,33952,0,0.0,957,6094260,212,856,270,28207,7.7,0,0,0,17.1,0=709;5=469;10=380;20=168;30=169;60=55;90=57,2007,1.7,1=13881;2=3013;4=865;6=357;8=161;10=98;12=203,19419,418,0.0,365443,126364,7054,10977,212,212,203142,java=203142,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,19463,212,0,212,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"57";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"19463";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,4179,0,4.0,4040,3.3,203730,1.0,102311,126364,19463,318,0,20,7,25,408,0,36,432,113,3,0,0,1,2,0,270,0,3,16,141,425,24,72,45,2,239,58,1173,0,1,2,118,5,23,24,1115,31,136,439,2,993,3075,1476,0,0,1136,869,0,49,29,104,112,14,39,158,71,40,347,7,0,49,7,50,498,1,156,4,40,5,0,15,270,0,3,626,32,6,0,20,1,0,17,120,6,85,12,0,0,543,1,0,0,98,56,1,31,7,475,20,0,0,0,0,3,0,171,55,14,34,2,1,818,41,243,52,36,3,14,154,54,3,0,4,3,0,8,0,1,7,4,4,0,0,0,0,2,0,3,0,0,0,0,1,0,0,2,50,0,0,0,1,2,5,0,19,0,1,0,39,47,0,0,0,0,7,0,0,0,0,0,0,0,0,88,5,0,0,0,5,0,161,6,103,2
QC:pooka,0,ERROR,13,43,21.0,491,4684,12629,8828,16.6,10319,10319,9549,0,0.0,813,1334220,28,260,75,6181,8.5,0,1573,0,34.6,0=74;5=28;10=52;20=41;30=47;60=32;90=24,298,2.3,1=2258;2=965;4=367;6=145;8=81;10=32;12=86,4178,9,0.0,72465,29347,3310,891,28,28,44474,java=44474,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,5036,28,0,28,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"13";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"5036";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1087,0,4.0,3995,5.1,68284,2.0,24456,29347,5036,309,0,48,22,53,29,0,18,74,10,0,11,12,5,1,8,75,0,0,4,134,394,34,12,24,0,105,0,26,0,0,0,81,8,2,0,80,1,220,1,0,13,3,36,0,0,10,204,0,46,8,12,3,21,18,489,0,33,9,33,0,0,22,86,317,0,2,0,60,0,0,10,258,0,5,566,27,0,0,7,0,0,4,0,2,70,35,0,4,223,5,0,0,6,7,0,9,1,89,3,0,0,0,0,0,0,20,0,1,0,16,0,0,25,308,0,86,0,0,74,42,0,0,0,1,0,0,0,0,5,31,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,144,0
QC:proguard,0,WARN,0,40,17.6,648,2896,8524,14772,19.1,11431,11431,11366,0,0.0,159,1878540,35,74,34,2148,1.9,0,0,0,18.8,0=188;5=166;10=112;20=39;30=55;60=24;90=23,607,2.0,1=3668;2=1219;4=250;6=112;8=58;10=27;12=90,5696,42,0.0,112843,33192,2448,554,35,35,62618,java=62618,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3203,35,0,35,{"level":"WARN";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"3203";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,375,0,4.0,2715,2.9,53643,1.0,17932,33192,3203,267,0,1,0,73,118,0,0,124,35,1,0,0,1,0,0,34,0,0,7,243,399,2,9,35,2,106,7,0,0,0,0,58,0,8,0,0,6,2,35,0,54,33,16,0,0,138,495,0,14,83,5,13,0,0,26,7,0,35,7,0,0,0,15,49,0,34,0,12,0,0,1,25,0,0,93,6,32,0,49,0,0,0,0,1,185,3,0,1,46,0,0,0,0,26,0,0,2,1,2,2,0,0,4,16,0,109,19,0,4,0,0,0,0,107,8,0,0,7,4,2,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,38,12,33,2
QC:quartz,0,ERROR,28,11,18.4,269,1493,4309,15258,34.8,4939,4939,4868,0,0.0,171,856710,51,158,44,3226,5.2,0,0,0,20.9,0=111;5=35;10=36;20=18;30=14;60=10;90=12,236,1.7,1=1701;2=469;4=130;6=50;8=31;10=14;12=31,2872,35,0.0,62444,17871,809,477,51,51,28557,java=28557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1520,51,0,51,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"28";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"1520";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,285,0,4.0,220,2.7,23441,1.0,13110,17871,1520,16,0,0,0,0,31,0,4,45,17,0,0,0,0,0,0,44,0,3,4,8,46,7,0,24,0,38,14,3,0,0,1,34,0,0,0,31,11,84,36,0,9,7,2,0,0,26,20,0,2,3,5,4,63,11,28,14,0,21,16,1,0,0,5,12,0,0,2,25,0,6,18,10,0,2,153,2,0,0,4,0,0,24,1,1,46,1,0,0,113,0,0,0,5,2,0,1,0,19,5,0,1,0,0,0,0,75,0,0,0,66,0,0,2,80,13,0,0,0,19,14,4,0,2,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,23,0
QC:quickserver,0,ERROR,8,51,18.1,199,2558,3725,4643,20.2,3600,3600,3461,0,0.0,130,550170,28,128,57,2112,6.9,0,1333,0,19.4,0=70;5=38;10=29;20=19;30=18;60=4;90=8,186,2.1,1=910;2=342;4=110;6=35;8=25;10=10;12=25,1612,14,0.0,30417,12338,1301,1213,28,28,18339,java=18339,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2666,28,0,28,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"8";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"2666";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,882,0,4.0,1080,5.2,28841,2.0,10548,12338,2666,57,0,9,0,13,29,0,0,38,22,0,0,0,1,0,0,57,0,1,2,23,125,9,0,5,1,32,14,9,0,0,4,60,0,0,0,184,0,13,32,0,1,20,18,0,0,192,113,0,5,1,16,9,290,14,234,14,0,0,18,2,16,6,2,66,0,2,0,26,19,0,21,60,2,0,71,8,7,0,11,0,0,5,0,2,41,8,0,4,80,0,0,0,93,0,0,1,0,79,3,0,0,0,0,0,0,78,0,1,0,72,16,0,3,89,18,12,0,0,9,5,0,0,1,0,0,0,1,0,4,22,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,2,42,0
QC:quilt,0,ERROR,1,4,12.5,113,1019,1058,2786,25.8,1417,1417,1414,0,0.0,129,240600,20,46,10,535,4.1,0,1182,0,13.6,0=37;5=20;10=24;20=11;30=9;60=3;90=0,104,1.7,1=574;2=123;4=36;6=16;8=10;10=1;12=12,817,13,0.0,13139,5618,592,340,20,20,8020,java=8020,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1075,20,0,20,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"1";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"1075";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,80,0,4.0,600,5.5,13212,2.0,3847,5618,1075,52,0,6,0,7,8,0,0,23,17,0,0,0,0,0,0,10,0,0,0,13,144,9,0,10,0,12,0,18,0,0,0,4,0,1,1,4,0,6,12,0,1,34,14,0,0,0,97,0,6,1,26,0,1,0,14,0,0,13,6,1,0,2,29,63,0,0,0,6,0,0,0,4,1,0,87,0,12,1,4,0,0,0,2,0,55,0,0,0,46,1,0,0,45,0,1,0,0,58,2,0,0,0,19,0,0,4,0,0,0,0,0,0,3,12,0,6,0,0,17,10,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,51,0
QC:roller,0,ERROR,59,39,15.5,740,4870,9435,13530,17.1,11490,11490,11434,0,0.0,376,1972410,96,494,189,13020,10.8,0,0,0,16.7,0=178;5=159;10=166;20=73;30=78;60=21;90=11,686,1.7,1=4470;2=985;4=309;6=143;8=66;10=38;12=79,6608,290,0.0,120318,39510,2798,1508,96,96,65747,java=65747,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,5031,96,0,96,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"59";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"5031";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,692,0,4.0,1775,4.3,84338,1.0,31957,39510,5031,122,0,54,0,45,96,0,1,165,141,0,0,0,5,0,0,189,0,0,1,57,189,5,6,50,0,98,8,24,0,0,0,45,0,0,0,43,33,55,144,0,32,10,37,0,0,399,85,0,23,9,90,28,21,15,101,8,0,282,37,0,0,0,10,196,0,0,0,60,2,0,0,12,0,2,285,5,1,0,41,0,0,53,0,12,119,1,0,19,190,0,0,0,23,4,0,6,4,17,18,0,0,0,0,0,0,280,0,1,2,366,0,1,11,174,10,48,0,0,99,31,59,0,2,1,0,0,0,1,5,16,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,6,22,0,0,0,6,0,3,0,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,2,16,115,0
QC:rssowl,0,ERROR,11,49,24.5,771,4372,18607,23336,18.8,18865,18865,15560,0,0.0,1634,3019500,54,1028,111,13857,7.9,0,0,0,27.6,0=271;5=95;10=87;20=60;30=81;60=31;90=59,684,2.5,1=3371;2=1259;4=531;6=244;8=114;10=61;12=188,6307,87,0.0,174304,64393,4360,1041,54,54,100650,java=100650,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,7133,54,0,54,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"11";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"7133";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,402,0,4.0,40780,3.2,95884,1.0,58704,64393,7133,2712,0,39,0,37,95,0,81,110,29,20,0,0,2,0,0,111,0,0,12,1350,40,33,5,1,1,234,0,29,0,0,0,15,0,73,0,4,9,3,492,0,4,0,38,0,0,0,49,0,29,35,0,17,2,14,109,0,7,87,15,6,0,2,1,4,0,58,0,61,12,0,1,1,4,0,169,19,0,0,4,0,0,5,0,6,203,163,0,0,518,21,0,0,121,415,0,0,1,17,20,73,0,0,0,0,0,80,0,0,9,0,6,0,0,289,23,1350,13,1,32,38,7,0,0,1,0,0,0,23,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,4,0,0,2,0,1,0,2,1,4,0,0,0,0,2,0,46,27,0,3
QC:sablecc,0,WARN,0,102,18.5,242,4245,3697,1902,6.3,4482,4482,4273,0,0.0,112,851820,5,403,49,6224,17.5,0,5252,0,22.6,0=62;5=42;10=37;20=21;30=20;60=8;90=8,198,2.0,1=1392;2=373;4=195;6=34;8=19;10=11;12=16,2137,0,0.0,35586,15300,2946,1327,5,5,28394,java=28394,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,4385,5,0,5,{"level":"WARN";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"4385";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,2065,0,4.0,435,5.6,47843,2.0,12640,15300,4385,38,0,4,0,11,25,0,31,30,37,0,0,0,3,0,0,49,0,1,3,31,59,2,3,344,0,28,0,28,0,0,0,2,0,13,21,3,1,99,136,0,1,121,167,0,0,0,121,0,13,2,12,1,1,0,41,0,0,0,1,0,0,3,1,65,0,55,0,6,0,0,0,18,0,2,83,0,0,0,2,0,0,0,98,0,31,12,0,0,44,0,0,0,63,839,0,0,1,59,0,0,0,0,0,0,0,9,0,0,7,0,0,0,32,100,0,5,0,2,544,2,0,0,2,0,0,0,0,0,765,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,3,3,0
QC:sandmark,0,ERROR,53,167,19.3,1041,11871,23033,12828,12.1,20044,20044,19840,0,0.0,622,2796300,127,1074,168,13809,10.6,0,18435,0,24.7,0=189;5=204;10=160;20=87;30=79;60=51;90=40,810,2.7,1=4421;2=1395;4=486;6=236;8=152;10=104;12=263,7331,4,0.0,129890,66153,7421,4366,127,127,93210,java=93210,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,12466,127,0,127,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"53";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"12466";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,2046,0,4.0,4745,5.7,158250,2.0,51709,66153,12466,428,0,37,14,76,149,0,17,185,69,0,0,24,2,2,4,168,0,85,9,289,783,83,37,32,9,312,1,109,0,0,7,20,16,61,14,431,18,69,299,0,24,162,1000,0,6,804,1490,0,51,47,61,35,46,46,390,1,1,3,6,0,4,41,91,464,0,168,1,125,0,1,3,116,0,4,324,101,15,2,52,1,0,22,22,0,89,25,15,13,188,0,0,0,785,83,0,31,8,276,4,1,0,0,2,0,0,286,10,42,8,2,1,0,0,593,111,42,0,2,315,101,0,0,7,9,0,0,0,0,9,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,54,0,0,0,1,2,1,0,1,0,4,4,0,34,0,1,0,0,17,0,0,22,0,1,0,0,0,5,0,0,0,0,0,0,44,20,4,6
QC:springframework,0,ERROR,262,182,9.1,6049,19589,32911,103150,23.7,55094,55094,53098,0,0.0,1842,9984930,614,4098,719,75797,12.0,0,0,0,13.1,0=1874;5=823;10=735;20=290;30=299;60=111;90=70,4202,1.5,1=26819;2=4817;4=1245;6=477;8=213;10=121;12=194,36464,258,0.0,631074,191231,9216,8657,351,351,332831,java=332831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,20235,614,0,614,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"262";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"20235";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,2590,0,4.0,5855,4.1,407218,1.0,157333,191231,20235,464,0,27,2,36,614,0,96,777,683,1,0,1,0,0,0,719,0,25,8,300,449,18,10,368,1,247,9,72,0,0,0,528,1,29,3,3882,8,172,1967,0,42,22,48,11,0,105,87,0,58,43,32,183,5,12,494,154,0,104,29,6,0,0,48,87,0,13,4,34,2,3,28,196,6,5,1539,77,4,1,71,0,0,240,2,16,489,78,0,17,2536,35,0,0,35,8,0,13,5,230,31,0,0,0,0,0,0,107,26,0,1,283,6,0,53,452,12,70,92,1,86,29,13,0,8,0,22,0,0,39,9,48,0,1,0,3,4,7,18,45,3,0,3,0,0,0,0,4,62,9,0,0,2,1,8,0,200,0,0,2,0,6,0,0,1,0,2,0,0,1,0,5,0,0,10,15,0,0,0,0,8,0,8,21,84,4
